"id","title","slug","alt_text","media_type","mime_type","source_url","file","filesize","width","height","date","author"
"8351","LounGenie amenity unit inside shaded resort poolside cabana","hiltonwaikoloa_cabana6","LounGenie amenity unit inside shaded resort poolside cabana","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/hiltonwaikoloa_cabana6.jpg","2026/03/hiltonwaikoloa_cabana6.jpg","263118","1111","740","2026-03-13 3:57:12 PM","1"
"8340","LounGenie safe and charging ports close-up in cabana and LounGenie cabana unit showing waterproof safe and USB ports","the-grove-7-2","LounGenie safe and charging ports close-up in cabana and LounGenie cabana unit showing waterproof safe and USB ports","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-7-scaled.jpg","2026/03/The-Grove-7-scaled.jpg","960342","1920","2560","2026-03-13 3:54:18 PM","1"
"8339","Pool deck cabana at The Grove Resort featuring LounGenie smart system","the-grove-5-2","Pool deck cabana at The Grove Resort featuring LounGenie smart system","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-5.jpg","2026/03/The-Grove-5.jpg","313994","1440","1800","2026-03-13 3:54:13 PM","1"
"8338","LounGenie smart system inside resort pool cabana — side view","the-grove-1-2","LounGenie smart system inside resort pool cabana — side view","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-1.jpg","2026/03/The-Grove-1.jpg","433880","1440","1257","2026-03-13 3:54:12 PM","1"
"8337","The Grove 2","the-grove-2-2","The Grove 2","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-2.jpg","2026/03/The-Grove-2.jpg","395562","1440","1800","2026-03-13 3:54:11 PM","1"
"8336","The Grove Resort poolside cabana equipped with LounGenie amenity unit","the-grove-2-copy","The Grove Resort poolside cabana equipped with LounGenie amenity unit","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-2-Copy.jpg","2026/03/The-Grove-2-Copy.jpg","395562","1440","1800","2026-03-13 3:54:10 PM","1"
"8335","The Grove 6","the-grove-6-2","The Grove 6","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-6.jpg","2026/03/The-Grove-6.jpg","722492","1440","1791","2026-03-13 3:54:09 PM","1"
"8334","LounGenie smart cabana unit installed at The Grove Resort and Waterpark","the-grove-6-copy","LounGenie smart cabana unit installed at The Grove Resort and Waterpark","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/The-Grove-6-Copy.jpg","2026/03/The-Grove-6-Copy.jpg","722492","1440","1791","2026-03-13 3:54:07 PM","1"
"8332","Full-service hotel cabana interior with LounGenie smart unit","sea-world-san-diego-2","Full-service hotel cabana interior with LounGenie smart unit","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/03/Sea-World-San-Diego.jpg","2026/03/Sea-World-San-Diego.jpg","784902","2382","1906","2026-03-13 3:53:30 PM","1"
"8168","placeholder","placeholder","placeholder","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/placeholder.webp","2026/03/placeholder.webp","3052","1200","800","2026-03-13 2:19:25 PM","1"
"7476","Smart cabana system QR ordering on resort pool deck","e106d1a0-f868-46cd-92f8-457dc6a8f698","Smart cabana system QR ordering on resort pool deck","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/e106d1a0-f868-46cd-92f8-457dc6a8f698.webp","2026/03/e106d1a0-f868-46cd-92f8-457dc6a8f698.webp","111576","1024","1536","2026-03-12 1:47:13 PM","1"
"7263","LounGenie video at Cowabunga Bay","screenshot-2026-03-11-210839","LounGenie video at Cowabunga Bay","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-210839.webp","2026/03/Screenshot-2026-03-11-210839.webp","20592","1168","650","2026-03-12 1:09:04 AM","1"
"7259","LounGenie video product animation overview","screenshot-2026-03-11-210726","LounGenie video product animation overview","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-210726.webp","2026/03/Screenshot-2026-03-11-210726.webp","3758","941","582","2026-03-12 1:07:47 AM","1"
"7254","LounGenie video cabanas and premium seating","screenshot-2026-03-11-210240","LounGenie video cabanas and premium seating","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-210240.webp","2026/03/Screenshot-2026-03-11-210240.webp","52096","971","547","2026-03-12 1:03:44 AM","1"
"7253","LounGenie video CEO David Burgerer Avendra presentation","screenshot-2026-03-11-210313","LounGenie video CEO David Burgerer Avendra presentation","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-210313.webp","2026/03/Screenshot-2026-03-11-210313.webp","17476","972","544","2026-03-12 1:03:42 AM","1"
"7249","LounGenie poolside hospitality photo","screenshot-2026-03-11-210110","LounGenie video overview smart cabana system","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-210110.webp","2026/03/Screenshot-2026-03-11-210110.webp","102882","1167","658","2026-03-12 1:01:36 AM","1"
"7242","LounGenie 2.0 video QR ordering","screenshot-2026-03-11-205705-2","LounGenie 2.0 video QR ordering","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205705-1.webp","2026/03/Screenshot-2026-03-11-205705-1.webp","55470","1171","663","2026-03-12 12:59:35 AM","1"
"7241","LounGenie video at Villatel Orlando Resort","screenshot-2026-03-11-205434","LounGenie video at Villatel Orlando Resort","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205434.webp","2026/03/Screenshot-2026-03-11-205434.webp","52374","1020","576","2026-03-12 12:58:52 AM","1"
"7240","Screenshot 2026-03-11 205705","screenshot-2026-03-11-205705","LounGenie poolside hospitality photo","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205705.webp","2026/03/Screenshot-2026-03-11-205705.webp","55470","1171","663","2026-03-12 12:58:50 AM","1"
"7239","LounGenie video at Orlando World Center Marriott","screenshot-2026-03-11-205758","LounGenie video at Orlando World Center Marriott","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205758.webp","2026/03/Screenshot-2026-03-11-205758.webp","72158","1166","656","2026-03-12 12:58:48 AM","1"
"7235","Screenshot 2025-06-20 131123","screenshot-2025-06-20-131123","LounGenie poolside hospitality photo","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-06-20-131123.webp","2026/03/Screenshot-2025-06-20-131123.webp","42132","689","391","2026-03-12 12:49:16 AM","1"
"7234","Screenshot 2025-06-20 130842","screenshot-2025-06-20-130842","LounGenie poolside hospitality photo","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-06-20-130842.webp","2026/03/Screenshot-2025-06-20-130842.webp","25956","684","384","2026-03-12 12:49:15 AM","1"
"7233","Screenshot 2025-06-20 125046","screenshot-2025-06-20-125046","LounGenie poolside hospitality photo","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-06-20-125046.webp","2026/03/Screenshot-2025-06-20-125046.webp","39408","1266","718","2026-03-12 12:49:14 AM","1"
"7232","LounGenie video at The Grove Resort and Waterpark","screenshot-2025-11-06-091447","LounGenie video at The Grove Resort and Waterpark","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-11-06-091447.webp","2026/03/Screenshot-2025-11-06-091447.webp","68680","909","506","2026-03-12 12:49:13 AM","1"
"7158","nano banana pro show the full unit in a premium poolside beach setting","nano_banana_pro_show_the_full_unit_in_a_premium_poolside_beach_setting","nano banana pro show the full unit in a premium poolside beach setting","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Nano_Banana_Pro_Show_the_full_unit_in_a_premium_poolside_beach_setting.webp","2026/03/Nano_Banana_Pro_Show_the_full_unit_in_a_premium_poolside_beach_setting.webp","79844","1376","768","2026-03-12 12:09:24 AM","1"
"7099","banner-5.jpg","banner-5-jpg","banner 5","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/banner-5.webp","2026/03/banner-5.webp","122230","900","900","2026-03-11 11:45:42 PM","1"
"7042","avbcmjmh2","avbcmjmh2","avbcmjmh2","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/avbcmjmh2.webp","2026/03/avbcmjmh2.webp","12736","400","280","2026-03-11 10:56:36 PM","1"
"7041","the-ritz-carlton-logo-png-transparent","the-ritz-carlton-logo-png-transparent","the ritz carlton logo png transparent","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/the-ritz-carlton-logo-png-transparent.webp","2026/03/the-ritz-carlton-logo-png-transparent.webp","106978","1920","1920","2026-03-11 10:56:36 PM","1"
"7039","Ritz-Carlton-Logo-1965","ritz-carlton-logo-1965","The Ritz Carlton LounGenie partner","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Ritz-Carlton-Logo-1965.webp","2026/03/Ritz-Carlton-Logo-1965.webp","35826","1333","838","2026-03-11 10:56:35 PM","1"
"6963","image_dcabb38d","image_dcabb38d","image dcabb38d","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/image_dcabb38d-e1773261170409.webp","2026/03/image_dcabb38d-e1773261170409.webp","58802","822","768","2026-03-11 8:31:45 PM","1"
"6958","1714017439507","1714017439507-3","1714017439507","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/1714017439507-e1773261343388.webp","2026/03/1714017439507-e1773261343388.webp","70610","1280","1374","2026-03-11 8:19:07 PM","1"
"6950","aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6","aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6","aa74e14a 2a46 4ce9 93e8 d3d4ca832bc6","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6-e1773261263817.webp","2026/03/aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6-e1773261263817.webp","80246","896","918","2026-03-11 7:59:10 PM","1"
"6945","Gemini_Generated_Image_fzkd20fzkd20fzkd (1)","gemini_generated_image_fzkd20fzkd20fzkd-1","Gemini Generated Image fzkd20fzkd20fzkd (1)","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Gemini_Generated_Image_fzkd20fzkd20fzkd-1.webp","2026/03/Gemini_Generated_Image_fzkd20fzkd20fzkd-1.webp","110930","896","1195","2026-03-11 7:48:50 PM","1"
"6849","Loungenie Resort","sea-world-san-diego-edited","Commercial-grade poolside amenity unit built for outdoor resort environments","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Sea-World-San-Diego-Edited.webp","2026/03/Sea-World-San-Diego-Edited.webp","363602","1920","1536","2026-03-11 5:12:40 PM","1"
"6848","211708765_1435082566848706_4544959861557533268_n (1)","211708765_1435082566848706_4544959861557533268_n-1-2","211708765 1435082566848706 4544959861557533268 n (1)","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/211708765_1435082566848706_4544959861557533268_n-1.webp","2026/03/211708765_1435082566848706_4544959861557533268_n-1.webp","49812","960","720","2026-03-11 5:11:35 PM","1"
"6846","LounGenie smart system in Cowabunga Bay water park rental cabana","cb-clam-1","LounGenie smart system in Cowabunga Bay water park rental cabana","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/CB-Clam-1-scaled.webp","2026/03/CB-Clam-1-scaled.webp","206698","1920","1440","2026-03-11 5:09:33 PM","1"
"6842","Loungenie Safe","_a_high_fidelity_8k_product_photograph_of_the_31_inch_long_loungenie_with_its_front_safe_door_fully__4-1","Electronic safe inside poolside amenity unit securing guest valuables","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-1.webp","2026/03/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-1.webp","50866","1376","768","2026-03-11 5:04:26 PM","1"
"6841","text-quotes-.png","text-quotes-png","text quotes","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/03/text-quotes-.png","2026/03/text-quotes-.png","1424","256","256","2026-03-11 4:24:11 PM","1"
"6816","Passive Resort Pool Deck","gemini_generated_image_x4ai3gx4ai3gx4ai","Passive pool deck without hospitality innovation","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Gemini_Generated_Image_x4ai3gx4ai3gx4ai-e1773244757946.webp","2026/03/Gemini_Generated_Image_x4ai3gx4ai3gx4ai-e1773244757946.webp","83834","848","1192","2026-03-11 3:58:23 PM","1"
"6796","Passive Resort Pool Deck","passive-resort-pool-deck","Passive pool deck without hospitality innovation","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Passive-Resort-Pool-Deck.webp","2026/03/Passive-Resort-Pool-Deck.webp","200462","1408","768","2026-03-11 3:06:34 PM","1"
"6675","Loungenie at the Westin","105-westin__hhi_bjp_-_low_res-2","LounGenie hospitality innovation unit for cabanas","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/105-Westin__hhi_bjp_-_low_res.webp","2026/03/105-Westin__hhi_bjp_-_low_res.webp","108264","1563","1043","2026-03-11 3:53:39 AM","1"
"6568","one-svgrepo-com","one-svgrepo-com","one svgrepo com","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/one-svgrepo-com.svg",,"202","800","800","2026-03-11 1:56:49 AM","1"
"6567","number-two-fill","number-two-fill","number two fill","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/number-two-fill.svg",,"477","800","800","2026-03-11 1:53:05 AM","1"
"6566","number-three-fill","number-three-fill","number three fill","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/number-three-fill.svg",,"428","800","800","2026-03-11 1:53:04 AM","1"
"6565","number-four-fill","number-four-fill","number four fill","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/number-four-fill.svg",,"299","800","800","2026-03-11 1:53:03 AM","1"
"6564","number-1","number-1","number 1","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/number-1.svg",,"365","800","800","2026-03-11 1:53:03 AM","1"
"6534","water-slide-svgrepo-com","water-slide-svgrepo-com","water slide svgrepo com","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/water-slide-svgrepo-com.svg",,"3787","800","800","2026-03-11 12:50:29 AM","1"
"6533","cruise-ship-svgrepo-com","cruise-ship-svgrepo-com","cruise ship svgrepo com","image","image/svg+xml","https://www.loungenie.com/wp-content/uploads/2026/03/cruise-ship-svgrepo-com.svg",,"1359","800","800","2026-03-11 12:50:27 AM","1"
"6511","Loungenie The Grove","gemini_generated_image_w024qvw024qvw024-e1771709242211-666x1024-1","Guest locking valuables in smart cabana system waterproof safe","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Gemini_Generated_Image_w024qvw024qvw024-e1771709242211-666x1024-1.webp","2026/03/Gemini_Generated_Image_w024qvw024qvw024-e1771709242211-666x1024-1.webp","77896","666","1024","2026-03-11 12:18:00 AM","1"
"6182","Pool Safe Notice of Meeting Combined with MIC","pool-safe-notice-of-meeting-combined-with-mic","Pool Safe Notice of Meeting Combined with MIC","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2026/03/Pool-Safe-Notice-of-Meeting-Combined-with-MIC.pdf",,"357891",,,"2026-03-09 2:43:22 PM","1"
"6181","Pool Safe Form of Proxy_Common Shares &#8211; Final","pool-safe-form-of-proxy_common-shares-final","Pool Safe Form of Proxy Common Shares &#8211; Final","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2026/03/Pool-Safe-Form-of-Proxy_Common-Shares-Final.pdf",,"74923",,,"2026-03-09 2:43:18 PM","1"
"5922","Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1 (1)","photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1","Photorealistic luxury resort scene with ultra realistic lighting materials reflections and shadow 1 (1)","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1.webp","2026/03/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1.webp","130804","1376","768","2026-03-04 6:20:31 PM","1"
"5915","LounGenie video overview smart cabana system","generate_a_photorealistic_8k_image_of_a_loungenie_unit_positioned_parallel_between_two_white_and_bei_4","LounGenie video overview smart cabana system","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/Generate_a_photorealistic_8K_image_of_a_LounGenie_unit_positioned_parallel_between_two_white_and_bei_4.webp","2026/03/Generate_a_photorealistic_8K_image_of_a_LounGenie_unit_positioned_parallel_between_two_white_and_bei_4.webp","79226","1376","768","2026-03-04 6:19:46 PM","1"
"5911","LounGenie video overview smart cabana system","image_to_image_edit__use_uploaded_reference_for_each_view____front_view__upload__front_view__image___1","LounGenie video overview smart cabana system","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/03/IMAGE_TO_IMAGE_EDIT__Use_uploaded_reference_for_each_view____Front_View__upload__front_view__image___1.webp","2026/03/IMAGE_TO_IMAGE_EDIT__Use_uploaded_reference_for_each_view____Front_View__upload__front_view__image___1.webp","83400","1376","768","2026-03-04 6:18:59 PM","1"
"5598","David Deacon Joins PSI Board (Final) &#8211; 03-02-2026","david-deacon-joins-psi-board-final-03-02-2026","David Deacon Joins PSI Board (Final) &#8211; 03 02 2026","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2026/03/David-Deacon-Joins-PSI-Board-Final-03-02-2026.pdf",,"665773",,,"2026-03-03 2:56:30 PM","1"
"5480","Carnival Cruise Emblem","carnival-cruise-emblem","Carnival Cruise Line LounGenie partner","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/02/Carnival-Cruise-Emblem-1-scaled.webp","2026/02/Carnival-Cruise-Emblem-1-scaled.webp","75442","1920","1080","2026-02-27 8:24:22 PM","1"
"5329","A low front top 3 4 hero angle shot of the LounGenie hospitality unit positioned between two modern 2","a_low_front_top_3_4_hero_angle_shot_of_the_loungenie_hospitality_unit_positioned_between_two_modern__2","A low front top 3 4 hero angle shot of the LounGenie hospitality unit positioned between two modern 2","image","image/webp","https://www.loungenie.com/wp-content/uploads/2026/02/A_low_front_top_3_4_hero_angle_shot_of_the_LounGenie_hospitality_unit_positioned_between_two_modern__2.webp","2026/02/A_low_front_top_3_4_hero_angle_shot_of_the_LounGenie_hospitality_unit_positioned_between_two_modern__2.webp","79076","1376","768","2026-02-27 4:21:43 PM","1"
