id,title,slug,media_type,mime_type,source_url,filesize,width,height,date,author,alt_text
9618,LounGenie image 9618,img_2074,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_2074.jpeg,895128,2560,1920,2026-03-19T23:46:38,1,Image showing LounGenie image 9618
9617,LounGenie image 9617,img_2073,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_2073.jpeg,979280,2560,1920,2026-03-19T23:46:31,1,Image showing LounGenie image 9617
9616,LounGenie image 9616,img_2072,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_2072.jpeg,719872,2560,1920,2026-03-19T23:46:25,1,Image showing LounGenie image 9616
9615,LounGenie image 9615,img_2071,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_2071.jpeg,717014,2560,1920,2026-03-19T23:46:19,1,Image showing LounGenie image 9615
9073,Contact LounGenie poolside revenue solution.,3-vor-cabana,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/3-VOR-cabana-e1773774348955.jpg,157867,1216,728,2026-03-17T19:05:26,1,Image showing Contact LounGenie poolside revenue solution.
8941,margaritaville-jimmy-buffetts-logo-png-transparent,margaritaville-jimmy-buffetts-logo-png-transparent,image,image/png,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/margaritaville-jimmy-buffetts-logo-png-transparent.png,827170,2400,2400,2026-03-17T17:34:50,1,Image showing margaritaville-jimmy-buffetts-logo-png-transparent
8382,Hilton resort cabana with LounGenie smart amenity unit,hilton-waikoloa-village-2018-10-kona-pool-cabanas-4-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Hilton-waikoloa-Village-2018-10-Kona-Pool-Cabanas-4-scaled.jpg,902906,2560,1708,2026-03-13T16:01:11,1,Image showing Hilton resort cabana with LounGenie smart amenity unit
8381,Hilton poolside cabana featuring LounGenie waterproof safe,hilton-waikoloa-village-2018-10-kona-pool-cabanas-6-3,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Hilton-waikoloa-Village-2018-10-Kona-Pool-Cabanas-6.jpg,984339,2063,1375,2026-03-13T16:01:07,1,Image showing Hilton poolside cabana featuring LounGenie waterproof safe
8380,Hilton cabana installation with LounGenie removable ice bucket,hilton-waikoloa-village-2018-10-aloha-falls-cabana-2-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Hilton-Waikoloa-Village-2018-10-Aloha-Falls-Cabana-2-scaled.jpg,1123441,2560,1708,2026-03-13T16:01:02,1,Image showing Hilton cabana installation with LounGenie removable ice bucket
8379,Resort daybed area with LounGenie amenity unit installed,hilton-waikoloa-village-2018-10-aloha-falls-cabana-3-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Hilton-Waikoloa-Village-2018-10-Aloha-Falls-Cabana-3-scaled.jpg,869766,2560,1707,2026-03-13T16:00:55,1,Image showing Resort daybed area with LounGenie amenity unit installed
8378,Hilton Wakoloa Village 2018-10-Aloha-Falls-Cabana 1,hilton-wakoloa-village-2018-10-aloha-falls-cabana-1-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Hilton-Wakoloa-Village-2018-10-Aloha-Falls-Cabana-1-scaled.jpg,836966,2560,1708,2026-03-13T16:00:49,1,Image showing Hilton Wakoloa Village 2018-10-Aloha-Falls-Cabana 1
8377,LounGenie unit installed in beachfront resort cabana,hilton-waikoloa-village-2018-10-aloha-falls-cabana,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Hilton-Waikoloa-Village-2018-10-Aloha-Falls-Cabana-scaled.jpg,707551,1707,2560,2026-03-13T16:00:44,1,Image showing LounGenie unit installed in beachfront resort cabana
8376,Cowabunga Canyon cabana with LounGenie smart amenity unit,38f4fc95-7925-4625-b0e8-5ba78771c037-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/38f4fc95-7925-4625-b0e8-5ba78771c037.jpg,78261,608,691,2026-03-13T16:00:40,1,Image showing Cowabunga Canyon cabana with LounGenie smart amenity unit
8375,Cowabunga Canyon cabana interior showing LounGenie ice bucket,a5ea38b9-4578-4356-a118-f168caa0ec90-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/a5ea38b9-4578-4356-a118-f168caa0ec90.jpg,86132,608,810,2026-03-13T16:00:39,1,Image showing Cowabunga Canyon cabana interior showing LounGenie ice bucket
8374,Cowabunga Bay cabana interior featuring LounGenie smart unit,img_3233-scaled-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_3233-scaled-1.jpg,791813,1920,2560,2026-03-13T16:00:37,1,Image showing Cowabunga Bay cabana interior featuring LounGenie smart unit
8373,Cowabunga Canyon poolside cabana with LounGenie waterproof safe,img_3235-scaled-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_3235-scaled-1.jpg,644277,1920,2560,2026-03-13T16:00:35,1,Image showing Cowabunga Canyon poolside cabana with LounGenie waterproof safe
8372,Water park cabana with LounGenie ice bucket and safe,img_3239-scaled-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_3239-scaled-1.jpg,631098,1920,2560,2026-03-13T16:00:32,1,Image showing Water park cabana with LounGenie ice bucket and safe
8371,Cowabunga Canyon premium seating with LounGenie USB charging ports,img_3241-scaled-3,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMG_3241-scaled-1.jpg,784247,1920,2560,2026-03-13T16:00:29,1,Image showing Cowabunga Canyon premium seating with LounGenie USB charging ports
8370,298872056_10158994266838325_2480796936934944436_n,298872056_10158994266838325_2480796936934944436_n-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/298872056_10158994266838325_2480796936934944436_n.jpg,472979,1440,1800,2026-03-13T16:00:26,1,Image showing 298872056_10158994266838325_2480796936934944436_n
8369,Water park cabana with LounGenie waterproof safe installed,211708765_1435082566848706_4544959861557533268_n-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/211708765_1435082566848706_4544959861557533268_n.jpg,74793,960,720,2026-03-13T16:00:25,1,Image showing Water park cabana with LounGenie waterproof safe installed
8368,Cowabunga Bay poolside cabana equipped with LounGenie amenity unit,38248750_10155507900317751_710145023890423808_n-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/38248750_10155507900317751_710145023890423808_n.jpg,79696,960,720,2026-03-13T16:00:24,1,Image showing Cowabunga Bay poolside cabana equipped with LounGenie amenity unit
8367,200990133_10226280561100384_1892995075070127113_n,200990133_10226280561100384_1892995075070127113_n-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/200990133_10226280561100384_1892995075070127113_n.jpg,88894,720,960,2026-03-13T16:00:23,1,Image showing 200990133_10226280561100384_1892995075070127113_n
8366,DSC0-1024&#215;682,dsc0-1024x682-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/DSC0-1024x682-1.jpg,159416,1024,682,2026-03-13T16:00:22,1,Image showing DSC0-1024&#215;682
8365,DSC05-1024&#215;682,dsc05-1024x682-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/DSC05-1024x682-1.jpg,154008,1024,682,2026-03-13T16:00:19,1,Image showing DSC05-1024&#215;682
8364,Soaky Mountain premium seating area with LounGenie in-cabana amenity unit,page_1145__mg_6277-copy-1-web,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/page_1145__mg_6277-copy-1-web.webp,118136,1060,600,2026-03-13T16:00:18,1,Image showing Soaky Mountain premium seating area with LounGenie in-cabana amenity unit
8363,Massanutten premium cabana setup with LounGenie smart unit in place,page_1145_img_6227-copy-1-web,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/page_1145_img_6227-copy-1-web.webp,68370,1060,600,2026-03-13T16:00:16,1,Image showing Massanutten premium cabana setup with LounGenie smart unit in place
8362,Contact LounGenie poolside revenue solution,mc-mcowc-16683_classic-hor-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/mc-mcowc-16683_Classic-Hor.jpg,258243,1336,891,2026-03-13T16:00:15,1,Image showing Contact LounGenie poolside revenue solution
8361,Screenshot 2025-03-27 204458,screenshot-2025-03-27-204458-3,image,image/png,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2025-03-27-204458.png,658808,608,768,2026-03-13T16:00:13,1,Image showing Screenshot 2025-03-27 204458
8360,Westin Hilton Head cabana with LounGenie smart amenity unit,175-westin__hhi_bjp_-_low_res-1-2,image,image/avif,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/175-Westin__hhi_bjp_-_low_res-1.avif,145004,,,2026-03-13T16:00:11,1,Image showing Westin Hilton Head cabana with LounGenie smart amenity unit
8351,Westin Hilton Head pool cabana featuring LounGenie waterproof safe,hiltonwaikoloa_cabana6,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/hiltonwaikoloa_cabana6.jpg,263118,1111,740,2026-03-13T15:57:12,1,Image showing Westin Hilton Head pool cabana featuring LounGenie waterproof safe
8340,The Grove Resort cabana with LounGenie smart amenity unit,the-grove-7-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-7-scaled.jpg,960342,1920,2560,2026-03-13T15:54:18,1,Image showing The Grove Resort cabana with LounGenie smart amenity unit
8339,Pool deck cabana at The Grove Resort featuring LounGenie smart system,the-grove-5-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-5.jpg,313994,1440,1800,2026-03-13T15:54:13,1,Image showing Pool deck cabana at The Grove Resort featuring LounGenie smart system
8338,The Grove pool deck cabana featuring LounGenie waterproof safe,the-grove-1-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-1.jpg,433880,1440,1257,2026-03-13T15:54:12,1,Image showing The Grove pool deck cabana featuring LounGenie waterproof safe
8337,The Grove premium cabana seating with LounGenie installed,the-grove-2-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-2.jpg,395562,1440,1800,2026-03-13T15:54:11,1,Image showing The Grove premium cabana seating with LounGenie installed
8336,The Grove Resort poolside cabana equipped with LounGenie amenity unit,the-grove-2-copy,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-2-Copy.jpg,395562,1440,1800,2026-03-13T15:54:10,1,Image showing The Grove Resort poolside cabana equipped with LounGenie amenity unit
8335,The Grove poolside cabana with LounGenie guest amenities,the-grove-6-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-6.jpg,722492,1440,1791,2026-03-13T15:54:09,1,Image showing The Grove poolside cabana with LounGenie guest amenities
8334,LounGenie smart cabana unit installed at The Grove Resort and Waterpark,the-grove-6-copy,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/The-Grove-6-Copy.jpg,722492,1440,1791,2026-03-13T15:54:07,1,Image showing LounGenie smart cabana unit installed at The Grove Resort and Waterpark
8332,Full-service hotel cabana interior with LounGenie smart unit,sea-world-san-diego-2,image,image/jpeg,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Sea-World-San-Diego.jpg,784902,2382,1906,2026-03-13T15:53:30,1,Image showing Full-service hotel cabana interior with LounGenie smart unit
8168,placeholder,placeholder,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/placeholder.webp,3052,1200,800,2026-03-13T14:19:25,1,Image showing placeholder
7476,Smart cabana system QR ordering on resort pool deck,e106d1a0-f868-46cd-92f8-457dc6a8f698,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/e106d1a0-f868-46cd-92f8-457dc6a8f698.webp,111576,1024,1536,2026-03-12T13:47:13,1,Image showing Smart cabana system QR ordering on resort pool deck
7263,LounGenie video at Cowabunga Bay,screenshot-2026-03-11-210839,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-210839.webp,20592,1168,650,2026-03-12T01:09:04,1,Image showing LounGenie video at Cowabunga Bay
7259,LounGenie video product animation overview,screenshot-2026-03-11-210726,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-210726.webp,3758,941,582,2026-03-12T01:07:47,1,Image showing LounGenie video product animation overview
7254,LounGenie video cabanas and premium seating,screenshot-2026-03-11-210240,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-210240.webp,52096,971,547,2026-03-12T01:03:44,1,Image showing LounGenie video cabanas and premium seating
7253,LounGenie video CEO David Burgerer Avendra presentation,screenshot-2026-03-11-210313,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-210313.webp,17476,972,544,2026-03-12T01:03:42,1,Image showing LounGenie video CEO David Burgerer Avendra presentation
7249,LounGenie poolside hospitality photo,screenshot-2026-03-11-210110,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-210110.webp,102882,1167,658,2026-03-12T01:01:36,1,Image showing LounGenie poolside hospitality photo
7242,LounGenie 2.0 video QR ordering,screenshot-2026-03-11-205705-2,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-205705-1.webp,55470,1171,663,2026-03-12T00:59:35,1,Image showing LounGenie 2.0 video QR ordering
7241,LounGenie video at Villatel Orlando Resort,screenshot-2026-03-11-205434,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-205434.webp,52374,1020,576,2026-03-12T00:58:52,1,Image showing LounGenie video at Villatel Orlando Resort
7240,Screenshot 2026-03-11 205705,screenshot-2026-03-11-205705,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-205705.webp,55470,1171,663,2026-03-12T00:58:50,1,Image showing Screenshot 2026-03-11 205705
7239,LounGenie video at Orlando World Center Marriott,screenshot-2026-03-11-205758,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2026-03-11-205758.webp,72158,1166,656,2026-03-12T00:58:48,1,Image showing LounGenie video at Orlando World Center Marriott
7235,Screenshot 2025-06-20 131123,screenshot-2025-06-20-131123,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2025-06-20-131123.webp,42132,689,391,2026-03-12T00:49:16,1,Image showing Screenshot 2025-06-20 131123
7234,Screenshot 2025-06-20 130842,screenshot-2025-06-20-130842,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2025-06-20-130842.webp,25956,684,384,2026-03-12T00:49:15,1,Image showing Screenshot 2025-06-20 130842
7233,Screenshot 2025-06-20 125046,screenshot-2025-06-20-125046,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2025-06-20-125046.webp,39408,1266,718,2026-03-12T00:49:14,1,Image showing Screenshot 2025-06-20 125046
7232,LounGenie video at The Grove Resort and Waterpark,screenshot-2025-11-06-091447,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Screenshot-2025-11-06-091447.webp,68680,909,506,2026-03-12T00:49:13,1,Image showing LounGenie video at The Grove Resort and Waterpark
7158,nano banana pro show the full unit in a premium poolside beach setting,nano_banana_pro_show_the_full_unit_in_a_premium_poolside_beach_setting,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Nano_Banana_Pro_Show_the_full_unit_in_a_premium_poolside_beach_setting.webp,79844,1376,768,2026-03-12T00:09:24,1,Image showing nano banana pro show the full unit in a premium poolside beach setting
7042,avbcmjmh2,avbcmjmh2,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/avbcmjmh2.webp,12736,400,280,2026-03-11T22:56:36,1,Image showing avbcmjmh2
7041,The Ritz-Carlton LounGenie partner,the-ritz-carlton-logo-png-transparent,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/the-ritz-carlton-logo-png-transparent.webp,106978,1920,1920,2026-03-11T22:56:36,1,Image showing The Ritz-Carlton LounGenie partner
7039,Ritz-Carlton-Logo-1965,ritz-carlton-logo-1965,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Ritz-Carlton-Logo-1965.webp,35826,1333,838,2026-03-11T22:56:35,1,Image showing Ritz-Carlton-Logo-1965
6963,image_dcabb38d,image_dcabb38d,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/image_dcabb38d-e1773261170409.webp,58802,822,768,2026-03-11T20:31:45,1,Image showing image_dcabb38d
6958,Typhoon Texas premium cabana featuring LounGenie waterproof safe,1714017439507-3,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/1714017439507-e1773261343388.webp,70610,1280,1374,2026-03-11T20:19:07,1,Image showing Typhoon Texas premium cabana featuring LounGenie waterproof safe
6950,aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6,aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6-e1773261263817.webp,80246,896,918,2026-03-11T19:59:10,1,Image showing aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6
6945,Gemini_Generated_Image_fzkd20fzkd20fzkd (1),gemini_generated_image_fzkd20fzkd20fzkd-1,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Gemini_Generated_Image_fzkd20fzkd20fzkd-1.webp,110930,896,1195,2026-03-11T19:48:50,1,Image showing Gemini_Generated_Image_fzkd20fzkd20fzkd (1)
6849,Loungenie Resort,sea-world-san-diego-edited,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Sea-World-San-Diego-Edited.webp,363602,1920,1536,2026-03-11T17:12:40,1,Image showing Loungenie Resort
6848,Cowabunga Bay rental cabana with LounGenie guest amenities,211708765_1435082566848706_4544959861557533268_n-1-2,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/211708765_1435082566848706_4544959861557533268_n-1.webp,49812,960,720,2026-03-11T17:11:35,1,Image showing Cowabunga Bay rental cabana with LounGenie guest amenities
6846,LounGenie smart system in Cowabunga Bay water park rental cabana,cb-clam-1,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/CB-Clam-1-scaled.webp,206698,1920,1440,2026-03-11T17:09:33,1,Image showing LounGenie smart system in Cowabunga Bay water park rental cabana
6842,Loungenie Safe,_a_high_fidelity_8k_product_photograph_of_the_31_inch_long_loungenie_with_its_front_safe_door_fully__4-1,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-1.webp,50866,1376,768,2026-03-11T17:04:26,1,Image showing Loungenie Safe
6841,text-quotes-.png,text-quotes-png,image,image/png,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/text-quotes-.png,1424,256,256,2026-03-11T16:24:11,1,Image showing text-quotes-.png
6816,Passive Resort Pool Deck,gemini_generated_image_x4ai3gx4ai3gx4ai,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Gemini_Generated_Image_x4ai3gx4ai3gx4ai-e1773244757946.webp,83834,848,1192,2026-03-11T15:58:23,1,Image showing Passive Resort Pool Deck
6796,Passive Resort Pool Deck,passive-resort-pool-deck,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Passive-Resort-Pool-Deck.webp,200462,1408,768,2026-03-11T15:06:34,1,Image showing Passive Resort Pool Deck
6675,Loungenie at the Westin,105-westin__hhi_bjp_-_low_res-2,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/105-Westin__hhi_bjp_-_low_res.webp,108264,1563,1043,2026-03-11T03:53:39,1,Image showing Loungenie at the Westin
6511,Loungenie The Grove,gemini_generated_image_w024qvw024qvw024-e1771709242211-666x1024-1,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Gemini_Generated_Image_w024qvw024qvw024-e1771709242211-666x1024-1.webp,77896,666,1024,2026-03-11T00:18:00,1,Image showing Loungenie The Grove
6182,Pool Safe Notice of Meeting Combined with MIC,pool-safe-notice-of-meeting-combined-with-mic,file,application/pdf,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Pool-Safe-Notice-of-Meeting-Combined-with-MIC.pdf,357891,,,2026-03-09T14:43:22,1,Image showing Pool Safe Notice of Meeting Combined with MIC
6181,Pool Safe Form of Proxy_Common Shares &#8211; Final,pool-safe-form-of-proxy_common-shares-final,file,application/pdf,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Pool-Safe-Form-of-Proxy_Common-Shares-Final.pdf,74923,,,2026-03-09T14:43:18,1,Image showing Pool Safe Form of Proxy_Common Shares &#8211; Final
5922,Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1 (1),photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1.webp,130804,1376,768,2026-03-04T18:20:31,1,Image showing Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1 (1)
5915,LounGenie video overview smart cabana system,generate_a_photorealistic_8k_image_of_a_loungenie_unit_positioned_parallel_between_two_white_and_bei_4,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/Generate_a_photorealistic_8K_image_of_a_LounGenie_unit_positioned_parallel_between_two_white_and_bei_4.webp,79226,1376,768,2026-03-04T18:19:46,1,Image showing LounGenie video overview smart cabana system
5911,LounGenie video overview smart cabana system,image_to_image_edit__use_uploaded_reference_for_each_view____front_view__upload__front_view__image___1,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/IMAGE_TO_IMAGE_EDIT__Use_uploaded_reference_for_each_view____Front_View__upload__front_view__image___1.webp,83400,1376,768,2026-03-04T18:18:59,1,Image showing LounGenie video overview smart cabana system
5598,David Deacon Joins PSI Board (Final) &#8211; 03-02-2026,david-deacon-joins-psi-board-final-03-02-2026,file,application/pdf,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/03/David-Deacon-Joins-PSI-Board-Final-03-02-2026.pdf,665773,,,2026-03-03T14:56:30,1,Image showing David Deacon Joins PSI Board (Final) &#8211; 03-02-2026
5480,Carnival Cruise Line LounGenie partner,carnival-cruise-emblem,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/02/Carnival-Cruise-Emblem-1-scaled.webp,75442,1920,1080,2026-02-27T20:24:22,1,Image showing Carnival Cruise Line LounGenie partner
5329,A low front top 3 4 hero angle shot of the LounGenie hospitality unit positioned between two modern 2,a_low_front_top_3_4_hero_angle_shot_of_the_loungenie_hospitality_unit_positioned_between_two_modern__2,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/02/A_low_front_top_3_4_hero_angle_shot_of_the_LounGenie_hospitality_unit_positioned_between_two_modern__2.webp,79076,1376,768,2026-02-27T16:21:43,1,Image showing A low front top 3 4 hero angle shot of the LounGenie hospitality unit positioned between two modern 2
5164,Balmoral resort cabana with LounGenie smart amenity unit installed,886e3b27-6ff6-46d5-8307-7423f087f353,image,image/webp,https://loungenie.com/Loungenie%E2%84%A2/wp-content/uploads/2026/02/886e3b27-6ff6-46d5-8307-7423f087f353-e1772221363494.webp,126626,1168,965,2026-02-27T01:19:20,1,Image showing Balmoral resort cabana with LounGenie smart amenity unit installed
