id,slug,title,alt_text,source_url,mime_type,file,filesize,width,height
7242,screenshot-2026-03-11-205705-2,LounGenie 2.0 video QR ordering,LounGenie 2.0 video QR ordering,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205705-1.webp,image/webp,2026/03/Screenshot-2026-03-11-205705-1.webp,55470,1171,663
7241,screenshot-2026-03-11-205434,LounGenie video at Villatel Orlando Resort,LounGenie video at Villatel Orlando Resort,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205434.webp,image/webp,2026/03/Screenshot-2026-03-11-205434.webp,52374,1020,576
7240,screenshot-2026-03-11-205705,Screenshot 2026-03-11 205705,LounGenie poolside hospitality photo,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205705.webp,image/webp,2026/03/Screenshot-2026-03-11-205705.webp,55470,1171,663
7239,screenshot-2026-03-11-205758,LounGenie video at Orlando World Center Marriott,LounGenie video at Orlando World Center Marriott,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2026-03-11-205758.webp,image/webp,2026/03/Screenshot-2026-03-11-205758.webp,72158,1166,656
7235,screenshot-2025-06-20-131123,Screenshot 2025-06-20 131123,LounGenie poolside hospitality photo,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-06-20-131123.webp,image/webp,2026/03/Screenshot-2025-06-20-131123.webp,42132,689,391
7234,screenshot-2025-06-20-130842,Screenshot 2025-06-20 130842,LounGenie poolside hospitality photo,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-06-20-130842.webp,image/webp,2026/03/Screenshot-2025-06-20-130842.webp,25956,684,384
7233,screenshot-2025-06-20-125046,Screenshot 2025-06-20 125046,LounGenie poolside hospitality photo,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-06-20-125046.webp,image/webp,2026/03/Screenshot-2025-06-20-125046.webp,39408,1266,718
7232,screenshot-2025-11-06-091447,LounGenie video at The Grove Resort and Waterpark,LounGenie video at The Grove Resort and Waterpark,https://www.loungenie.com/wp-content/uploads/2026/03/Screenshot-2025-11-06-091447.webp,image/webp,2026/03/Screenshot-2025-11-06-091447.webp,68680,909,506
7158,nano_banana_pro_show_the_full_unit_in_a_premium_poolside_beach_setting,nano banana pro show the full unit in a premium poolside beach setting,nano banana pro show the full unit in a premium poolside beach setting,https://www.loungenie.com/wp-content/uploads/2026/03/Nano_Banana_Pro_Show_the_full_unit_in_a_premium_poolside_beach_setting.webp,image/webp,2026/03/Nano_Banana_Pro_Show_the_full_unit_in_a_premium_poolside_beach_setting.webp,79844,1376,768
7099,banner-5-jpg,banner-5.jpg,banner 5,https://www.loungenie.com/wp-content/uploads/2026/03/banner-5.webp,image/webp,2026/03/banner-5.webp,122230,900,900
7042,avbcmjmh2,avbcmjmh2,avbcmjmh2,https://www.loungenie.com/wp-content/uploads/2026/03/avbcmjmh2.webp,image/webp,2026/03/avbcmjmh2.webp,12736,400,280
7041,the-ritz-carlton-logo-png-transparent,the-ritz-carlton-logo-png-transparent,the ritz carlton logo png transparent,https://www.loungenie.com/wp-content/uploads/2026/03/the-ritz-carlton-logo-png-transparent.webp,image/webp,2026/03/the-ritz-carlton-logo-png-transparent.webp,106978,1920,1920
7039,ritz-carlton-logo-1965,Ritz-Carlton-Logo-1965,The Ritz Carlton LounGenie partner,https://www.loungenie.com/wp-content/uploads/2026/03/Ritz-Carlton-Logo-1965.webp,image/webp,2026/03/Ritz-Carlton-Logo-1965.webp,35826,1333,838
6963,image_dcabb38d,image_dcabb38d,image dcabb38d,https://www.loungenie.com/wp-content/uploads/2026/03/image_dcabb38d-e1773261170409.webp,image/webp,2026/03/image_dcabb38d-e1773261170409.webp,58802,822,768
6958,1714017439507-3,1714017439507,1714017439507,https://www.loungenie.com/wp-content/uploads/2026/03/1714017439507-e1773261343388.webp,image/webp,2026/03/1714017439507-e1773261343388.webp,70610,1280,1374
6950,aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6,aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6,aa74e14a 2a46 4ce9 93e8 d3d4ca832bc6,https://www.loungenie.com/wp-content/uploads/2026/03/aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6-e1773261263817.webp,image/webp,2026/03/aa74e14a-2a46-4ce9-93e8-d3d4ca832bc6-e1773261263817.webp,80246,896,918
6945,gemini_generated_image_fzkd20fzkd20fzkd-1,Gemini_Generated_Image_fzkd20fzkd20fzkd (1),Gemini Generated Image fzkd20fzkd20fzkd (1),https://www.loungenie.com/wp-content/uploads/2026/03/Gemini_Generated_Image_fzkd20fzkd20fzkd-1.webp,image/webp,2026/03/Gemini_Generated_Image_fzkd20fzkd20fzkd-1.webp,110930,896,1195
6849,sea-world-san-diego-edited,Loungenie Resort,Commercial-grade poolside amenity unit built for outdoor resort environments,https://www.loungenie.com/wp-content/uploads/2026/03/Sea-World-San-Diego-Edited.webp,image/webp,2026/03/Sea-World-San-Diego-Edited.webp,363602,1920,1536
6848,211708765_1435082566848706_4544959861557533268_n-1-2,211708765_1435082566848706_4544959861557533268_n (1),211708765 1435082566848706 4544959861557533268 n (1),https://www.loungenie.com/wp-content/uploads/2026/03/211708765_1435082566848706_4544959861557533268_n-1.webp,image/webp,2026/03/211708765_1435082566848706_4544959861557533268_n-1.webp,49812,960,720
6846,cb-clam-1,LounGenie smart system in Cowabunga Bay water park rental cabana,LounGenie smart system in Cowabunga Bay water park rental cabana,https://www.loungenie.com/wp-content/uploads/2026/03/CB-Clam-1-scaled.webp,image/webp,2026/03/CB-Clam-1-scaled.webp,206698,1920,1440
6842,_a_high_fidelity_8k_product_photograph_of_the_31_inch_long_loungenie_with_its_front_safe_door_fully__4-1,Loungenie Safe,Electronic safe inside poolside amenity unit securing guest valuables,https://www.loungenie.com/wp-content/uploads/2026/03/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-1.webp,image/webp,2026/03/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-1.webp,50866,1376,768
6841,text-quotes-png,text-quotes-.png,text quotes,https://www.loungenie.com/wp-content/uploads/2026/03/text-quotes-.png,image/png,2026/03/text-quotes-.png,1424,256,256
6816,gemini_generated_image_x4ai3gx4ai3gx4ai,Passive Resort Pool Deck,Passive pool deck without hospitality innovation,https://www.loungenie.com/wp-content/uploads/2026/03/Gemini_Generated_Image_x4ai3gx4ai3gx4ai-e1773244757946.webp,image/webp,2026/03/Gemini_Generated_Image_x4ai3gx4ai3gx4ai-e1773244757946.webp,83834,848,1192
6796,passive-resort-pool-deck,Passive Resort Pool Deck,Passive pool deck without hospitality innovation,https://www.loungenie.com/wp-content/uploads/2026/03/Passive-Resort-Pool-Deck.webp,image/webp,2026/03/Passive-Resort-Pool-Deck.webp,200462,1408,768
6675,105-westin__hhi_bjp_-_low_res-2,Loungenie at the Westin,LounGenie hospitality innovation unit for cabanas,https://www.loungenie.com/wp-content/uploads/2026/03/105-Westin__hhi_bjp_-_low_res.webp,image/webp,2026/03/105-Westin__hhi_bjp_-_low_res.webp,108264,1563,1043
6568,one-svgrepo-com,one-svgrepo-com,one svgrepo com,https://www.loungenie.com/wp-content/uploads/2026/03/one-svgrepo-com.svg,image/svg+xml,,202,800,800
6567,number-two-fill,number-two-fill,number two fill,https://www.loungenie.com/wp-content/uploads/2026/03/number-two-fill.svg,image/svg+xml,,477,800,800
6566,number-three-fill,number-three-fill,number three fill,https://www.loungenie.com/wp-content/uploads/2026/03/number-three-fill.svg,image/svg+xml,,428,800,800
6565,number-four-fill,number-four-fill,number four fill,https://www.loungenie.com/wp-content/uploads/2026/03/number-four-fill.svg,image/svg+xml,,299,800,800
6564,number-1,number-1,number 1,https://www.loungenie.com/wp-content/uploads/2026/03/number-1.svg,image/svg+xml,,365,800,800
6534,water-slide-svgrepo-com,water-slide-svgrepo-com,water slide svgrepo com,https://www.loungenie.com/wp-content/uploads/2026/03/water-slide-svgrepo-com.svg,image/svg+xml,,3787,800,800
6533,cruise-ship-svgrepo-com,cruise-ship-svgrepo-com,cruise ship svgrepo com,https://www.loungenie.com/wp-content/uploads/2026/03/cruise-ship-svgrepo-com.svg,image/svg+xml,,1359,800,800
6511,gemini_generated_image_w024qvw024qvw024-e1771709242211-666x1024-1,Loungenie The Grove,Guest locking valuables in smart cabana system waterproof safe,https://www.loungenie.com/wp-content/uploads/2026/03/Gemini_Generated_Image_w024qvw024qvw024-e1771709242211-666x1024-1.webp,image/webp,2026/03/Gemini_Generated_Image_w024qvw024qvw024-e1771709242211-666x1024-1.webp,77896,666,1024
6182,pool-safe-notice-of-meeting-combined-with-mic,Pool Safe Notice of Meeting Combined with MIC,Pool Safe Notice of Meeting Combined with MIC,https://www.loungenie.com/wp-content/uploads/2026/03/Pool-Safe-Notice-of-Meeting-Combined-with-MIC.pdf,application/pdf,,357891,0,0
6181,pool-safe-form-of-proxy_common-shares-final,Pool Safe Form of Proxy_Common Shares &#8211; Final,Pool Safe Form of Proxy Common Shares &#8211; Final,https://www.loungenie.com/wp-content/uploads/2026/03/Pool-Safe-Form-of-Proxy_Common-Shares-Final.pdf,application/pdf,,74923,0,0
5922,photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1,Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1 (1),Photorealistic luxury resort scene with ultra realistic lighting materials reflections and shadow 1 (1),https://www.loungenie.com/wp-content/uploads/2026/03/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1.webp,image/webp,2026/03/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1-1.webp,130804,1376,768
5915,generate_a_photorealistic_8k_image_of_a_loungenie_unit_positioned_parallel_between_two_white_and_bei_4,LounGenie video overview smart cabana system,LounGenie video overview smart cabana system,https://www.loungenie.com/wp-content/uploads/2026/03/Generate_a_photorealistic_8K_image_of_a_LounGenie_unit_positioned_parallel_between_two_white_and_bei_4.webp,image/webp,2026/03/Generate_a_photorealistic_8K_image_of_a_LounGenie_unit_positioned_parallel_between_two_white_and_bei_4.webp,79226,1376,768
5911,image_to_image_edit__use_uploaded_reference_for_each_view____front_view__upload__front_view__image___1,LounGenie video overview smart cabana system,LounGenie video overview smart cabana system,https://www.loungenie.com/wp-content/uploads/2026/03/IMAGE_TO_IMAGE_EDIT__Use_uploaded_reference_for_each_view____Front_View__upload__front_view__image___1.webp,image/webp,2026/03/IMAGE_TO_IMAGE_EDIT__Use_uploaded_reference_for_each_view____Front_View__upload__front_view__image___1.webp,83400,1376,768
5598,david-deacon-joins-psi-board-final-03-02-2026,David Deacon Joins PSI Board (Final) &#8211; 03-02-2026,David Deacon Joins PSI Board (Final) &#8211; 03 02 2026,https://www.loungenie.com/wp-content/uploads/2026/03/David-Deacon-Joins-PSI-Board-Final-03-02-2026.pdf,application/pdf,,665773,0,0
5480,carnival-cruise-emblem,Carnival Cruise Emblem,Carnival Cruise Line LounGenie partner,https://www.loungenie.com/wp-content/uploads/2026/02/Carnival-Cruise-Emblem-1-scaled.webp,image/webp,2026/02/Carnival-Cruise-Emblem-1-scaled.webp,75442,1920,1080
5329,a_low_front_top_3_4_hero_angle_shot_of_the_loungenie_hospitality_unit_positioned_between_two_modern__2,A low front top 3 4 hero angle shot of the LounGenie hospitality unit positioned between two modern 2,A low front top 3 4 hero angle shot of the LounGenie hospitality unit positioned between two modern 2,https://www.loungenie.com/wp-content/uploads/2026/02/A_low_front_top_3_4_hero_angle_shot_of_the_LounGenie_hospitality_unit_positioned_between_two_modern__2.webp,image/webp,2026/02/A_low_front_top_3_4_hero_angle_shot_of_the_LounGenie_hospitality_unit_positioned_between_two_modern__2.webp,79076,1376,768
5164,886e3b27-6ff6-46d5-8307-7423f087f353,LounGenie unit installed inside resort cabana structure,LounGenie unit installed inside resort cabana structure,https://www.loungenie.com/wp-content/uploads/2026/02/886e3b27-6ff6-46d5-8307-7423f087f353-e1772221363494.webp,image/webp,2026/02/886e3b27-6ff6-46d5-8307-7423f087f353-e1772221363494.webp,126626,1168,965
5163,ebd9bf3f-3879-4770-a225-0148cf0dabae,LounGenie system with waterproof keypad safe and solar charging,LounGenie system with waterproof keypad safe and solar charging,https://www.loungenie.com/wp-content/uploads/2026/02/ebd9bf3f-3879-4770-a225-0148cf0dabae-e1772221447474.webp,image/webp,2026/02/ebd9bf3f-3879-4770-a225-0148cf0dabae-e1772221447474.webp,102062,1170,980
5162,f3ba7256-5c80-4307-af93-9520f9f1555e,LounGenie all-in-one cabana system at a luxury resort,LounGenie smart cabana system at a luxury resort,https://www.loungenie.com/wp-content/uploads/2026/02/f3ba7256-5c80-4307-af93-9520f9f1555e-e1772221470432.webp,image/webp,2026/02/f3ba7256-5c80-4307-af93-9520f9f1555e-e1772221470432.webp,99340,1168,1040
5058,_a_high_fidelity_8k_product_photograph_of_the_31_inch_long_loungenie_with_its_front_safe_door_fully__4,A high fidelity 8k product photograph of the 31 inch long LounGenie with its front safe door fully 4,A high fidelity 8k product photograph of the 31 inch long LounGenie with its front safe door fully 4,https://www.loungenie.com/wp-content/uploads/2026/02/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-e1772140974157.webp,image/webp,2026/02/A_high_fidelity_8k_product_photograph_of_the_31_inch_long_LounGenie_with_its_front_safe_door_fully__4-e1772140974157.webp,51844,1376,683
5057,use_image_1_as_the_primary_animation_reference_and_exact_visual_truth_____use_image_2_only_to_unders_3,Use Image 1 as the primary animation reference and exact visual truth Use Image 2 only to unders 3,Use Image 1 as the primary animation reference and exact visual truth Use Image 2 only to unders 3,https://www.loungenie.com/wp-content/uploads/2026/02/Use_Image_1_as_the_primary_animation_reference_and_exact_visual_truth_____Use_Image_2_only_to_unders_3.webp,image/webp,2026/02/Use_Image_1_as_the_primary_animation_reference_and_exact_visual_truth_____Use_Image_2_only_to_unders_3.webp,64514,1376,768
5056,create_a_realistic_animation_of_a_single_loungenie_unit_centered_between_two_lounge_chairs__the_unit_2,Ergonomic LounGenie poolside amenity unit between resort lounge chairs,Ergonomic LounGenie poolside amenity unit between resort lounge chairs,https://www.loungenie.com/wp-content/uploads/2026/02/Create_a_realistic_animation_of_a_single_LounGenie_unit_centered_between_two_lounge_chairs__The_unit_2.webp,image/webp,2026/02/Create_a_realistic_animation_of_a_single_LounGenie_unit_centered_between_two_lounge_chairs__The_unit_2.webp,69520,1376,768
5055,create_a_realistic_animation_of_a_single_loungenie_unit_centered_between_two_lounge_chairs__the_unit_4,Create a realistic animation of a single LounGenie unit centered between two lounge chairs The unit 4,Create a realistic animation of a single LounGenie unit centered between two lounge chairs The unit 4,https://www.loungenie.com/wp-content/uploads/2026/02/Create_a_realistic_animation_of_a_single_LounGenie_unit_centered_between_two_lounge_chairs__The_unit_4.webp,image/webp,2026/02/Create_a_realistic_animation_of_a_single_LounGenie_unit_centered_between_two_lounge_chairs__The_unit_4.webp,59898,1376,768
